year,month,item,category,city,price
2023,5,tea lipton yellow label 190 gm pack,SPI Items,Hyderabad,558.82
2023,5,tea lipton yellow label 190 gm pack,SPI Items,Sukkur,499.06
2023,5,tea lipton yellow label 190 gm pack,SPI Items,Larkana,558.82
2023,5,tea lipton yellow label 190 gm pack,SPI Items,Peshawar,558.82
2023,5,tea lipton yellow label 190 gm pack,SPI Items,Bannu,480.71
2023,5,tea lipton yellow label 190 gm pack,SPI Items,Quetta,558.82
2023,5,tea lipton yellow label 190 gm pack,SPI Items,Khuzdar,480.71
2023,5,cooked beef at average hotel,SPI Items,Islamabad,250.73
2023,5,cooked beef at average hotel,SPI Items,Rawalpindi,238.2
2023,5,cooked beef at average hotel,SPI Items,Gujranwala,336.77
2023,5,cooked beef at average hotel,SPI Items,Sialkot,250.0
2023,5,cooked beef at average hotel,SPI Items,Lahore,215.25
2023,5,cooked beef at average hotel,SPI Items,Faisalabad,300.0
2023,5,cooked beef at average hotel,SPI Items,Sargodha,248.31
2023,5,cooked beef at average hotel,SPI Items,Multan,259.62
2023,5,cooked beef at average hotel,SPI Items,Bahawalpur,239.78
2023,5,cooked beef at average hotel,SPI Items,Karachi,285.06
2023,5,cooked beef at average hotel,SPI Items,Hyderabad,266.5
2023,5,cooked beef at average hotel,SPI Items,Sukkur,200.0
2023,5,cooked beef at average hotel,SPI Items,Larkana,240.0
2023,5,cooked beef at average hotel,SPI Items,Peshawar,176.6
2023,5,cooked beef at average hotel,SPI Items,Bannu,211.47
2023,5,cooked beef at average hotel,SPI Items,Quetta,304.97
2023,5,cooked beef at average hotel,SPI Items,Khuzdar,293.18
2023,5,cooked daal at average hotel,SPI Items,Islamabad,177.14
2023,5,cooked daal at average hotel,SPI Items,Rawalpindi,169.5
2023,5,cooked daal at average hotel,SPI Items,Gujranwala,114.65
2023,5,cooked daal at average hotel,SPI Items,Sialkot,100.0
2023,5,cooked daal at average hotel,SPI Items,Lahore,132.28
2023,5,cooked daal at average hotel,SPI Items,Faisalabad,140.0
2023,5,cooked daal at average hotel,SPI Items,Sargodha,120.0
2023,5,cooked daal at average hotel,SPI Items,Multan,117.59
2023,5,cooked daal at average hotel,SPI Items,Bahawalpur,126.33
2023,5,cooked daal at average hotel,SPI Items,Karachi,142.44
2023,5,cooked daal at average hotel,SPI Items,Hyderabad,145.75
2023,5,cooked daal at average hotel,SPI Items,Sukkur,100.0
2023,5,cooked daal at average hotel,SPI Items,Larkana,120.0
2023,5,cooked daal at average hotel,SPI Items,Peshawar,104.83
2023,5,cooked daal at average hotel,SPI Items,Bannu,100.0
2023,5,cooked daal at average hotel,SPI Items,Quetta,139.76
2023,5,cooked daal at average hotel,SPI Items,Khuzdar,139.76
2023,5,tea prepared ordinary,SPI Items,Islamabad,57.98
2023,5,tea prepared ordinary,SPI Items,Rawalpindi,54.77
2023,5,tea prepared ordinary,SPI Items,Gujranwala,57.33
2023,5,tea prepared ordinary,SPI Items,Sialkot,40.0
2023,5,tea prepared ordinary,SPI Items,Lahore,42.18
2023,5,tea prepared ordinary,SPI Items,Faisalabad,50.0
2023,5,tea prepared ordinary,SPI Items,Sargodha,50.0
2023,5,tea prepared ordinary,SPI Items,Multan,50.0
2023,5,tea prepared ordinary,SPI Items,Bahawalpur,40.0
2023,5,tea prepared ordinary,SPI Items,Karachi,59.59
2023,5,tea prepared ordinary,SPI Items,Hyderabad,64.81
2023,5,tea prepared ordinary,SPI Items,Sukkur,50.0
2023,5,tea prepared ordinary,SPI Items,Larkana,50.0
2023,5,tea prepared ordinary,SPI Items,Peshawar,33.02
2023,5,tea prepared ordinary,SPI Items,Bannu,46.42
2023,5,tea prepared ordinary,SPI Items,Quetta,54.77
2023,5,tea prepared ordinary,SPI Items,Khuzdar,50.0
2023,5,cigarettes capstan 20's packet,SPI Items,Islamabad,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Rawalpindi,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Gujranwala,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Sialkot,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Lahore,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Faisalabad,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Sargodha,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Multan,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Bahawalpur,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Karachi,231.19
2023,5,cigarettes capstan 20's packet,SPI Items,Hyderabad,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Sukkur,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Larkana,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Peshawar,225.5
2023,5,cigarettes capstan 20's packet,SPI Items,Bannu,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Quetta,220.0
2023,5,cigarettes capstan 20's packet,SPI Items,Khuzdar,226.62
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Islamabad,511.38
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Rawalpindi,487.04
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Gujranwala,571.0
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Sialkot,450.0
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Lahore,550.19
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Faisalabad,466.08
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Sargodha,606.15
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Multan,570.0
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Bahawalpur,556.59
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Karachi,437.02
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Hyderabad,493.24
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Sukkur,500.0
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Larkana,400.0
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Peshawar,642.0
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Bannu,510.91
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Quetta,648.72
2023,5,"long cloth 57"" gul ahmed/al karam",SPI Items,Khuzdar,400.0
2023,5,shirting (average quality),SPI Items,Islamabad,517.27
2023,5,shirting (average quality),SPI Items,Rawalpindi,485.91
2023,5,shirting (average quality),SPI Items,Gujranwala,300.0
2023,5,shirting (average quality),SPI Items,Sialkot,370.0
2023,5,shirting (average quality),SPI Items,Lahore,361.63
2023,5,shirting (average quality),SPI Items,Faisalabad,466.08
2023,5,shirting (average quality),SPI Items,Sargodha,472.96
2023,5,shirting (average quality),SPI Items,Multan,400.0
2023,5,shirting (average quality),SPI Items,Bahawalpur,376.64
2023,5,shirting (average quality),SPI Items,Karachi,372.22
2023,5,shirting (average quality),SPI Items,Hyderabad,313.19
2023,5,shirting (average quality),SPI Items,Sukkur,215.44
2023,5,shirting (average quality),SPI Items,Larkana,282.31
2023,5,shirting (average quality),SPI Items,Peshawar,444.32
2023,5,shirting (average quality),SPI Items,Bannu,411.95
2023,5,shirting (average quality),SPI Items,Quetta,212.3
2023,5,shirting (average quality),SPI Items,Khuzdar,200.0
2023,5,lawn printed gul ahmed/al karam,SPI Items,Islamabad,428.65
2023,5,lawn printed gul ahmed/al karam,SPI Items,Rawalpindi,379.07
2023,5,lawn printed gul ahmed/al karam,SPI Items,Gujranwala,550.0
2023,5,lawn printed gul ahmed/al karam,SPI Items,Sialkot,370.0
2023,5,lawn printed gul ahmed/al karam,SPI Items,Lahore,669.96
2023,5,lawn printed gul ahmed/al karam,SPI Items,Faisalabad,566.19
2023,5,lawn printed gul ahmed/al karam,SPI Items,Sargodha,647.49
2023,5,lawn printed gul ahmed/al karam,SPI Items,Multan,586.0
2023,5,lawn printed gul ahmed/al karam,SPI Items,Bahawalpur,556.59
2023,5,lawn printed gul ahmed/al karam,SPI Items,Karachi,550.0
2023,5,lawn printed gul ahmed/al karam,SPI Items,Hyderabad,493.24
2023,5,lawn printed gul ahmed/al karam,SPI Items,Sukkur,550.0
2023,5,lawn printed gul ahmed/al karam,SPI Items,Larkana,500.0
2023,5,lawn printed gul ahmed/al karam,SPI Items,Peshawar,702.0
2023,5,lawn printed gul ahmed/al karam,SPI Items,Bannu,612.13
2023,5,lawn printed gul ahmed/al karam,SPI Items,Quetta,598.61
2023,5,lawn printed gul ahmed/al karam,SPI Items,Khuzdar,353.3
2023,5,georgette (average quality),SPI Items,Islamabad,306.85
2023,5,georgette (average quality),SPI Items,Rawalpindi,295.8
2023,5,georgette (average quality),SPI Items,Gujranwala,200.0
2023,5,georgette (average quality),SPI Items,Sialkot,300.0
2023,5,georgette (average quality),SPI Items,Lahore,315.58
2023,5,georgette (average quality),SPI Items,Faisalabad,199.87
2023,5,georgette (average quality),SPI Items,Sargodha,346.63
2023,5,georgette (average quality),SPI Items,Multan,251.09
2023,5,georgette (average quality),SPI Items,Bahawalpur,226.47
2023,5,georgette (average quality),SPI Items,Karachi,269.3
2023,5,georgette (average quality),SPI Items,Hyderabad,201.26
2023,5,georgette (average quality),SPI Items,Sukkur,206.46
2023,5,georgette (average quality),SPI Items,Larkana,265.66
2023,5,georgette (average quality),SPI Items,Peshawar,215.67
2023,5,georgette (average quality),SPI Items,Bannu,160.0
2023,5,georgette (average quality),SPI Items,Quetta,199.83
2023,5,georgette (average quality),SPI Items,Khuzdar,200.0
2023,5,gents sandal bata,SPI Items,Islamabad,1999.0
2023,5,gents sandal bata,SPI Items,Rawalpindi,1999.0
2023,5,gents sandal bata,SPI Items,Gujranwala,1999.0
2023,5,gents sandal bata,SPI Items,Sialkot,1999.0
2023,5,gents sandal bata,SPI Items,Lahore,1999.0
2023,5,gents sandal bata,SPI Items,Faisalabad,1999.0
2023,5,gents sandal bata,SPI Items,Sargodha,1999.0
2023,5,gents sandal bata,SPI Items,Multan,1999.0
2023,5,gents sandal bata,SPI Items,Bahawalpur,1999.0
2023,5,gents sandal bata,SPI Items,Karachi,1999.0
2023,5,gents sandal bata,SPI Items,Hyderabad,1999.0
2023,5,gents sandal bata,SPI Items,Sukkur,1999.0
2023,5,gents sandal bata,SPI Items,Larkana,1999.0
2023,5,gents sandal bata,SPI Items,Peshawar,1999.0
2023,5,gents sandal bata,SPI Items,Bannu,1999.0
2023,5,gents sandal bata,SPI Items,Quetta,1999.0
2023,5,gents sandal bata,SPI Items,Khuzdar,1999.0
2023,5,gents sponge chappal bata,SPI Items,Islamabad,599.0
2023,5,gents sponge chappal bata,SPI Items,Rawalpindi,599.0
2023,5,gents sponge chappal bata,SPI Items,Gujranwala,599.0
2023,5,gents sponge chappal bata,SPI Items,Sialkot,599.0
2023,5,gents sponge chappal bata,SPI Items,Lahore,599.0
2023,5,gents sponge chappal bata,SPI Items,Faisalabad,599.0
2023,5,gents sponge chappal bata,SPI Items,Sargodha,599.0
2023,5,gents sponge chappal bata,SPI Items,Multan,599.0
2023,5,gents sponge chappal bata,SPI Items,Bahawalpur,599.0
2023,5,gents sponge chappal bata,SPI Items,Karachi,599.0
2023,5,gents sponge chappal bata,SPI Items,Hyderabad,599.0
2023,5,gents sponge chappal bata,SPI Items,Sukkur,599.0
2023,5,gents sponge chappal bata,SPI Items,Larkana,599.0
2023,5,gents sponge chappal bata,SPI Items,Peshawar,599.0
2023,5,gents sponge chappal bata,SPI Items,Bannu,599.0
2023,5,gents sponge chappal bata,SPI Items,Quetta,599.0
2023,5,gents sponge chappal bata,SPI Items,Khuzdar,599.0
2023,5,ladies sandal bata,SPI Items,Islamabad,799.0
2023,5,ladies sandal bata,SPI Items,Rawalpindi,799.0
2023,5,ladies sandal bata,SPI Items,Gujranwala,799.0
2023,5,ladies sandal bata,SPI Items,Sialkot,799.0
2023,5,ladies sandal bata,SPI Items,Lahore,799.0
2023,5,ladies sandal bata,SPI Items,Faisalabad,799.0
2023,5,ladies sandal bata,SPI Items,Sargodha,799.0
2023,5,ladies sandal bata,SPI Items,Multan,799.0
2023,5,ladies sandal bata,SPI Items,Bahawalpur,799.0
2023,5,ladies sandal bata,SPI Items,Karachi,799.0
2023,5,ladies sandal bata,SPI Items,Hyderabad,799.0
2023,5,ladies sandal bata,SPI Items,Sukkur,799.0
2023,5,ladies sandal bata,SPI Items,Larkana,799.0
2023,5,ladies sandal bata,SPI Items,Peshawar,799.0
2023,5,ladies sandal bata,SPI Items,Bannu,799.0
2023,5,ladies sandal bata,SPI Items,Quetta,799.0
2023,5,ladies sandal bata,SPI Items,Khuzdar,799.0
2023,5,electricity charges upto 50 units,SPI Items,Islamabad,6.15
2023,5,electricity charges upto 50 units,SPI Items,Rawalpindi,6.15
2023,5,electricity charges upto 50 units,SPI Items,Gujranwala,6.15
2023,5,electricity charges upto 50 units,SPI Items,Sialkot,6.15
2023,5,electricity charges upto 50 units,SPI Items,Lahore,6.15
2023,5,electricity charges upto 50 units,SPI Items,Faisalabad,6.15
2023,5,electricity charges upto 50 units,SPI Items,Sargodha,6.15
2023,5,electricity charges upto 50 units,SPI Items,Multan,6.15
2023,5,electricity charges upto 50 units,SPI Items,Bahawalpur,6.15
2023,5,electricity charges upto 50 units,SPI Items,Karachi,6.15
2023,5,electricity charges upto 50 units,SPI Items,Hyderabad,6.15
2023,5,electricity charges upto 50 units,SPI Items,Sukkur,6.15
2023,5,electricity charges upto 50 units,SPI Items,Larkana,6.15
2023,5,electricity charges upto 50 units,SPI Items,Peshawar,6.15
2023,5,electricity charges upto 50 units,SPI Items,Bannu,6.15
2023,5,electricity charges upto 50 units,SPI Items,Quetta,6.15
2023,5,electricity charges upto 50 units,SPI Items,Khuzdar,6.15
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Rawalpindi,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Gujranwala,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Sialkot,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Lahore,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Faisalabad,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Sargodha,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Multan,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Bahawalpur,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Karachi,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Hyderabad,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Sukkur,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Larkana,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Peshawar,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Bannu,295.0
2023,5,gas charges upto 3.3719 mmbtu,SPI Items,Quetta,295.0
2023,5,firewood whole,SPI Items,Islamabad,1643.17
2023,5,firewood whole,SPI Items,Rawalpindi,1365.2
2023,5,firewood whole,SPI Items,Gujranwala,1265.77
2023,5,firewood whole,SPI Items,Sialkot,1000.0
2023,5,firewood whole,SPI Items,Lahore,1336.09
2023,5,firewood whole,SPI Items,Faisalabad,1400.0
2023,5,firewood whole,SPI Items,Sargodha,800.0
2023,5,firewood whole,SPI Items,Multan,1208.19
2023,5,firewood whole,SPI Items,Bahawalpur,1200.0
2023,5,firewood whole,SPI Items,Karachi,965.13
2023,5,firewood whole,SPI Items,Hyderabad,1000.0
2023,5,firewood whole,SPI Items,Sukkur,700.0
2023,5,firewood whole,SPI Items,Larkana,816.33
2023,5,firewood whole,SPI Items,Peshawar,1119.69
2023,5,firewood whole,SPI Items,Bannu,700.0
2023,5,firewood whole,SPI Items,Quetta,1385.37
2023,5,firewood whole,SPI Items,Khuzdar,1032.28
2023,5,energy saver philips 14 watt,SPI Items,Islamabad,263.95
2023,5,energy saver philips 14 watt,SPI Items,Rawalpindi,250.93
2023,5,energy saver philips 14 watt,SPI Items,Gujranwala,400.0
2023,5,energy saver philips 14 watt,SPI Items,Sialkot,400.0
2023,5,energy saver philips 14 watt,SPI Items,Lahore,210.0
2023,5,energy saver philips 14 watt,SPI Items,Faisalabad,350.0
2023,5,energy saver philips 14 watt,SPI Items,Sargodha,386.23
2023,5,energy saver philips 14 watt,SPI Items,Multan,465.3
2023,5,energy saver philips 14 watt,SPI Items,Bahawalpur,200.0
2023,5,energy saver philips 14 watt,SPI Items,Karachi,280.0
2023,5,energy saver philips 14 watt,SPI Items,Hyderabad,261.66
2023,5,energy saver philips 14 watt,SPI Items,Sukkur,212.13
2023,5,energy saver philips 14 watt,SPI Items,Larkana,296.06
2023,5,energy saver philips 14 watt,SPI Items,Peshawar,240.0
2023,5,energy saver philips 14 watt,SPI Items,Bannu,250.0
2023,5,energy saver philips 14 watt,SPI Items,Quetta,350.0
2023,5,energy saver philips 14 watt,SPI Items,Khuzdar,300.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Islamabad,134.9
2023,5,sufi washing soap 250 gm cake,SPI Items,Rawalpindi,134.41
2023,5,sufi washing soap 250 gm cake,SPI Items,Gujranwala,127.42
2023,5,sufi washing soap 250 gm cake,SPI Items,Sialkot,125.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Lahore,125.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Faisalabad,130.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Sargodha,130.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Multan,125.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Bahawalpur,133.25
2023,5,sufi washing soap 250 gm cake,SPI Items,Karachi,121.4
2023,5,sufi washing soap 250 gm cake,SPI Items,Hyderabad,125.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Sukkur,130.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Larkana,108.75
2023,5,sufi washing soap 250 gm cake,SPI Items,Peshawar,130.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Bannu,125.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Quetta,120.0
2023,5,sufi washing soap 250 gm cake,SPI Items,Khuzdar,100.0
2023,5,match box,SPI Items,Islamabad,5.0
2023,5,match box,SPI Items,Rawalpindi,5.0
2023,5,match box,SPI Items,Gujranwala,5.0
2023,5,match box,SPI Items,Sialkot,5.0
2023,5,match box,SPI Items,Lahore,6.0
2023,5,match box,SPI Items,Faisalabad,6.0
2023,5,match box,SPI Items,Sargodha,5.0
2023,5,match box,SPI Items,Multan,6.0
2023,5,match box,SPI Items,Bahawalpur,6.0
2023,5,match box,SPI Items,Karachi,6.0
2023,5,match box,SPI Items,Hyderabad,5.31
2023,5,match box,SPI Items,Sukkur,6.0
2023,5,match box,SPI Items,Larkana,5.0
2023,5,match box,SPI Items,Peshawar,5.0
2023,5,match box,SPI Items,Bannu,5.0
2023,5,match box,SPI Items,Quetta,5.0
2023,5,match box,SPI Items,Khuzdar,5.0
2023,5,petrol super,SPI Items,Islamabad,276.71
2023,5,petrol super,SPI Items,Rawalpindi,276.68
2023,5,petrol super,SPI Items,Gujranwala,276.73
2023,5,petrol super,SPI Items,Sialkot,276.89
2023,5,petrol super,SPI Items,Lahore,276.72
2023,5,petrol super,SPI Items,Faisalabad,276.68
2023,5,petrol super,SPI Items,Sargodha,276.96
2023,5,petrol super,SPI Items,Multan,276.71
2023,5,petrol super,SPI Items,Bahawalpur,277.24
2023,5,petrol super,SPI Items,Karachi,276.72
2023,5,petrol super,SPI Items,Hyderabad,277.89
2023,5,petrol super,SPI Items,Sukkur,276.73
2023,5,petrol super,SPI Items,Larkana,277.04
2023,5,petrol super,SPI Items,Peshawar,276.7
2023,5,petrol super,SPI Items,Bannu,276.56
2023,5,petrol super,SPI Items,Quetta,276.53
2023,5,petrol super,SPI Items,Khuzdar,276.72
2023,5,hi-speed diesel,SPI Items,Islamabad,273.37
2023,5,hi-speed diesel,SPI Items,Rawalpindi,273.34
2023,5,hi-speed diesel,SPI Items,Gujranwala,273.39
2023,5,hi-speed diesel,SPI Items,Sialkot,273.54
2023,5,hi-speed diesel,SPI Items,Lahore,273.38
2023,5,hi-speed diesel,SPI Items,Faisalabad,273.29
2023,5,hi-speed diesel,SPI Items,Sargodha,273.63
2023,5,hi-speed diesel,SPI Items,Multan,273.38
2023,5,hi-speed diesel,SPI Items,Bahawalpur,273.84
2023,5,hi-speed diesel,SPI Items,Karachi,273.38
2023,5,hi-speed diesel,SPI Items,Hyderabad,274.51
2023,5,hi-speed diesel,SPI Items,Sukkur,273.39
2023,5,hi-speed diesel,SPI Items,Larkana,273.69
2023,5,hi-speed diesel,SPI Items,Peshawar,273.35
2023,5,hi-speed diesel,SPI Items,Bannu,273.39
2023,5,hi-speed diesel,SPI Items,Quetta,273.29
2023,5,hi-speed diesel,SPI Items,Khuzdar,273.38
2023,5,lpg 11.67 kg cylinder,SPI Items,Islamabad,3358.85
2023,5,lpg 11.67 kg cylinder,SPI Items,Rawalpindi,3503.87
2023,5,lpg 11.67 kg cylinder,SPI Items,Gujranwala,3464.81
2023,5,lpg 11.67 kg cylinder,SPI Items,Sialkot,3408.33
2023,5,lpg 11.67 kg cylinder,SPI Items,Lahore,3242.95
2023,5,lpg 11.67 kg cylinder,SPI Items,Faisalabad,3171.43
2023,5,lpg 11.67 kg cylinder,SPI Items,Sargodha,3197.6
2023,5,lpg 11.67 kg cylinder,SPI Items,Multan,3231.44
2023,5,lpg 11.67 kg cylinder,SPI Items,Bahawalpur,3086.76
2023,5,lpg 11.67 kg cylinder,SPI Items,Karachi,3224.45
2023,5,lpg 11.67 kg cylinder,SPI Items,Hyderabad,3108.25
2023,5,lpg 11.67 kg cylinder,SPI Items,Sukkur,3327.0
2023,5,lpg 11.67 kg cylinder,SPI Items,Larkana,3333.02
2023,5,lpg 11.67 kg cylinder,SPI Items,Peshawar,3378.58
2023,5,lpg 11.67 kg cylinder,SPI Items,Bannu,3123.89
2023,5,lpg 11.67 kg cylinder,SPI Items,Quetta,3287.37
2023,5,lpg 11.67 kg cylinder,SPI Items,Khuzdar,3300.0
2023,5,telephone call charges,SPI Items,Rawalpindi,1.79
2023,5,telephone call charges,SPI Items,Gujranwala,1.79
2023,5,telephone call charges,SPI Items,Sialkot,1.79
2023,5,telephone call charges,SPI Items,Lahore,1.79
2023,5,telephone call charges,SPI Items,Faisalabad,1.79
2023,5,telephone call charges,SPI Items,Sargodha,1.79
2023,5,telephone call charges,SPI Items,Multan,1.79
2023,5,telephone call charges,SPI Items,Bahawalpur,1.79
2023,5,telephone call charges,SPI Items,Karachi,1.79
2023,5,telephone call charges,SPI Items,Hyderabad,1.79
2023,5,telephone call charges,SPI Items,Sukkur,1.79
2023,5,telephone call charges,SPI Items,Larkana,1.79
2023,5,telephone call charges,SPI Items,Peshawar,1.79
2023,5,telephone call charges,SPI Items,Bannu,1.79
2023,5,telephone call charges,SPI Items,Quetta,1.79
2023,5,telephone call charges,SPI Items,Khuzdar,1.79
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Islamabad,111.47
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Rawalpindi,111.47
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Gujranwala,98.83
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Sialkot,94.17
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Lahore,106.78
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Faisalabad,94.09
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Sargodha,105.0
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Multan,106.78
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Bahawalpur,106.83
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Karachi,95.0
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Hyderabad,98.58
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Sukkur,105.0
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Larkana,85.0
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Peshawar,103.32
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Bannu,80.0
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Quetta,97.99
2023,5,toilet soap lifebuoy 115 gm,SPI Items,Khuzdar,88.3
2023,6,wheat flour bag,SPI Items,Islamabad,2625.9
2023,6,wheat flour bag,SPI Items,Rawalpindi,2617.39
2023,6,wheat flour bag,SPI Items,Gujranwala,2486.78
2023,6,wheat flour bag,SPI Items,Sialkot,2463.65
2023,6,wheat flour bag,SPI Items,Lahore,2470.7
2023,6,wheat flour bag,SPI Items,Faisalabad,2316.19
2023,6,wheat flour bag,SPI Items,Sargodha,2465.17
2023,6,wheat flour bag,SPI Items,Multan,2410.94
2023,6,wheat flour bag,SPI Items,Bahawalpur,2415.43
2023,6,wheat flour bag,SPI Items,Karachi,2773.67
2023,6,wheat flour bag,SPI Items,Hyderabad,2786.64
2023,6,wheat flour bag,SPI Items,Sukkur,2494.71
2023,6,wheat flour bag,SPI Items,Larkana,2483.23
2023,6,wheat flour bag,SPI Items,Peshawar,2517.55
2023,6,wheat flour bag,SPI Items,Bannu,2535.76
2023,6,wheat flour bag,SPI Items,Quetta,2672.2
2023,6,wheat flour bag,SPI Items,Khuzdar,2624.88
2023,6,rice basmati broken (average qualit,SPI Items,Islamabad,228.61
2023,6,rice basmati broken (average qualit,SPI Items,Rawalpindi,224.53
2023,6,rice basmati broken (average qualit,SPI Items,Gujranwala,190.0
2023,6,rice basmati broken (average qualit,SPI Items,Sialkot,195.0
2023,6,rice basmati broken (average qualit,SPI Items,Lahore,217.04
2023,6,rice basmati broken (average qualit,SPI Items,Faisalabad,226.47
2023,6,rice basmati broken (average qualit,SPI Items,Sargodha,183.23
2023,6,rice basmati broken (average qualit,SPI Items,Multan,196.55
2023,6,rice basmati broken (average qualit,SPI Items,Bahawalpur,179.9
2023,6,rice basmati broken (average qualit,SPI Items,Karachi,249.39
2023,6,rice basmati broken (average qualit,SPI Items,Hyderabad,206.86
2023,6,rice basmati broken (average qualit,SPI Items,Sukkur,220.0
2023,6,rice basmati broken (average qualit,SPI Items,Larkana,213.12
2023,6,rice basmati broken (average qualit,SPI Items,Peshawar,210.0
2023,6,rice basmati broken (average qualit,SPI Items,Bannu,170.0
2023,6,rice basmati broken (average qualit,SPI Items,Quetta,269.92
2023,6,rice basmati broken (average qualit,SPI Items,Khuzdar,160.0
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Islamabad,144.68
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Rawalpindi,124.0
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Lahore,81.87
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Faisalabad,140.0
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Sargodha,231.6
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Multan,160.0
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Bahawalpur,173.27
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Karachi,150.55
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Hyderabad,174.93
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Sukkur,139.44
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Larkana,146.37
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Peshawar,176.6
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Bannu,160.0
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Quetta,144.94
2023,6,rice irri-6/9 (sindh/punjab),SPI Items,Khuzdar,146.59
2023,6,bread plain (small size),SPI Items,Islamabad,118.31
2023,6,bread plain (small size),SPI Items,Rawalpindi,116.72
